transaction_id,customer_id,timestamp,transaction_amount,avg_transaction_amount_30d,amount_deviation,txn_velocity,velocity_change,location_change_km,merchant_category_risk,hour_of_day
T1901_008,C1901,2025-11-26 18:55:00,1742.1,1996,0.87,0,0.0,0.0,0.2,14
T1786_014,C1786,2025-11-26 18:55:00,61187.0,1964,31.15,0,0.0,0.0,0.9,1
T1333_011,C1333,2025-11-26 18:58:00,1581.25,1890,0.84,1,0.5,120.2,0.15,18
T0166_009,C0166,2025-11-26 18:59:00,1655.72,1648,1.0,0,0.0,0.0,0.15,22
T0524_007,C0524,2025-11-26 19:01:00,1554.16,1292,1.2,0,0.0,120.2,0.1,16
T0642_009,C0642,2025-11-26 19:05:00,712.45,1008,0.71,0,0.0,0.0,0.3,13
T1774_006,C1774,2025-11-26 19:07:00,1262.47,1294,0.98,0,0.0,0.0,0.3,16
T0452_004,C0452,2025-11-26 19:09:00,3525.23,2031,1.74,0,0.0,0.0,0.2,11
T0633_003,C0633,2025-11-26 19:10:00,3857.91,2889,1.34,0,0.0,0.0,0.4,20
T1990_006,C1990,2025-11-26 19:12:00,811.86,1399,0.58,0,0.0,0.0,0.3,8
T0473_007,C0473,2025-11-26 19:12:00,1571.13,1495,1.05,0,0.0,0.0,0.3,8
T0318_005,C0318,2025-11-26 19:14:00,768.61,665,1.16,0,0.0,0.0,0.3,21
T0544_015,C0544,2025-11-26 19:16:00,1696.54,1770,0.96,0,0.0,0.0,0.1,19
T0394_005,C0394,2025-11-26 19:18:00,634.03,1070,0.59,0,0.0,0.0,0.3,15
T1480_003,C1480,2025-11-26 19:19:00,2227.77,1904,1.17,0,0.0,0.0,0.4,13
T0337_011,C0337,2025-11-26 19:20:00,3377.86,2800,1.21,0,0.0,0.0,0.3,14
T0276_011,C0276,2025-11-26 19:22:00,2069.42,1612,1.28,0,0.0,0.0,0.4,8
T0286_007,C0286,2025-11-26 19:22:00,1781.02,1682,1.06,0,0.0,0.0,0.3,9
T1437_004,C1437,2025-11-26 19:23:00,1011.06,737,1.37,0,0.0,0.0,0.2,18
T1310_010,C1310,2025-11-26 19:25:00,792.98,563,1.41,0,0.0,0.0,0.4,15
T1348_016,C1348,2025-11-26 19:27:00,2652.27,1848,1.44,0,0.0,0.0,0.2,21
T0403_017,C0403,2025-11-26 19:29:00,1252.15,955,1.31,0,0.0,0.0,0.1,20
T0585_004,C0585,2025-11-26 19:30:00,674.99,862,0.78,1,0.83,0.0,0.15,17
T0093_016,C0093,2025-11-26 19:32:00,1012.87,1051,0.96,0,0.0,0.0,0.2,15
T0532_007,C0532,2025-11-26 19:34:00,2252.63,2782,0.81,0,0.0,0.0,0.4,8
T1331_018,C1331,2025-11-26 19:34:00,590.84,579,1.02,1,0.5,0.0,0.1,13
T1055_007,C1055,2025-11-26 19:36:00,1939.33,2356,0.82,0,0.0,0.0,0.3,22
T1025_009,C1025,2025-11-26 19:38:00,2912.97,2401,1.21,0,0.0,0.0,0.2,22
T0737_008,C0737,2025-11-26 19:38:00,472.48,711,0.66,0,0.0,0.0,0.15,13
T0809_009,C0809,2025-11-26 19:38:00,1726.11,2402,0.72,0,0.0,0.0,0.4,16
T1712_010,C1712,2025-11-26 19:43:00,39987.94,1133,35.29,0,0.0,1750.1,0.9,2
T1420_014,C1420,2025-11-26 19:46:00,1301.82,758,1.72,0,0.0,0.0,0.3,17
T0506_003,C0506,2025-11-26 19:47:00,551.03,792,0.7,0,0.0,0.0,0.4,21
T0723_011,C0723,2025-11-26 19:48:00,726.44,1639,0.44,0,0.0,0.0,0.2,17
T0845_017,C0845,2025-11-26 19:50:00,1172.78,1116,1.05,0,0.0,0.0,0.1,15
T0155_009,C0155,2025-11-26 19:56:00,1447.57,2419,0.6,0,0.0,0.0,0.15,8
T1973_009,C1973,2025-11-26 19:58:00,1312.95,1647,0.8,0,0.0,0.0,0.15,21
T0265_009,C0265,2025-11-26 19:59:00,2613.96,2161,1.21,0,0.0,0.0,0.15,19
T0337_012,C0337,2025-11-26 20:01:00,2285.09,2800,0.82,1,0.5,0.0,0.3,8
T1107_013,C1107,2025-11-26 20:02:00,2812.13,2332,1.21,0,0.0,0.0,0.4,17
T0209_019,C0209,2025-11-26 20:05:00,768.49,1433,0.54,0,0.0,0.0,0.3,17
T0015_009,C0015,2025-11-26 20:07:00,2266.23,2640,0.86,0,0.0,0.0,0.4,11
T0341_004,C0341,2025-11-26 20:07:00,3455.29,2824,1.22,0,0.0,0.0,0.4,14
T0078_004,C0078,2025-11-26 20:07:00,1721.06,1531,1.12,0,0.0,0.0,0.2,18
T1358_010,C1358,2025-11-26 20:08:00,2205.16,1993,1.11,0,0.0,845.3,0.2,18
T0460_003,C0460,2025-11-26 20:10:00,685.08,900,0.76,0,0.0,0.0,0.2,22
T0032_010,C0032,2025-11-26 20:10:00,1377.65,2000,0.69,0,0.0,0.0,0.2,22
T1036_003,C1036,2025-11-26 20:11:00,1089.3,1418,0.77,0,0.0,0.0,0.4,20
T1296_015,C1296,2025-11-26 20:12:00,837.31,1119,0.75,0,0.0,0.0,0.4,10
T1310_011,C1310,2025-11-26 20:12:00,530.27,563,0.94,1,0.5,0.0,0.15,12
T0348_017,C0348,2025-11-26 20:17:00,534.59,517,1.03,0,0.0,0.0,0.1,10
T0808_011,C0808,2025-11-26 20:17:00,882.24,706,1.25,0,0.0,0.0,0.3,11
T1594_004,C1594,2025-11-26 20:17:00,972.3,1225,0.79,0,0.0,0.0,0.1,19
T1986_004,C1986,2025-11-26 20:18:00,1395.79,1460,0.96,0,0.0,0.0,0.15,18
T0092_012,C0092,2025-11-26 20:19:00,2706.58,2314,1.17,0,0.0,0.0,0.2,15
T1437_005,C1437,2025-11-26 20:19:00,704.79,737,0.96,1,0.83,0.0,0.2,8
T0749_004,C0749,2025-11-26 20:21:00,1320.79,1140,1.16,0,0.0,0.0,0.15,16
T0242_004,C0242,2025-11-26 20:22:00,2865.65,2496,1.15,0,0.0,0.0,0.1,15
T1312_008,C1312,2025-11-26 20:23:00,2580.47,2149,1.2,0,0.0,120.2,0.2,22
T0897_010,C0897,2025-11-26 20:29:00,1390.1,1023,1.36,0,0.0,0.0,0.15,10
T1187_004,C1187,2025-11-26 20:29:00,2436.8,1547,1.58,0,0.0,0.0,0.15,16
T0356_010,C0356,2025-11-26 20:31:00,1213.33,1391,0.87,0,0.0,0.0,0.4,17
T0318_006,C0318,2025-11-26 20:31:00,998.84,665,1.5,0,0.0,0.0,0.2,18
T1466_004,C1466,2025-11-26 20:33:00,2032.88,1974,1.03,0,0.0,0.0,0.4,8
T1348_017,C1348,2025-11-26 20:33:00,2272.55,1848,1.23,0,0.0,0.0,0.3,11
T0926_018,C0926,2025-11-26 20:35:00,1621.53,1326,1.22,0,0.0,0.0,0.15,14
T0473_008,C0473,2025-11-26 20:39:00,1115.35,1495,0.75,0,0.0,120.2,0.2,8
T0506_004,C0506,2025-11-26 20:43:00,872.54,792,1.1,1,0.83,0.0,0.4,16
T0314_005,C0314,2025-11-26 20:44:00,634.08,1679,0.38,0,0.0,0.0,0.15,17
T0886_016,C0886,2025-11-26 20:46:00,694.76,814,0.85,0,0.0,0.0,0.3,18
T1350_004,C1350,2025-11-26 20:46:00,606.69,1134,0.54,0,0.0,0.0,0.4,17
T1930_010,C1930,2025-11-26 20:46:00,984.68,1265,0.78,0,0.0,0.0,0.1,12
T0578_012,C0578,2025-11-26 20:47:00,2472.88,1707,1.45,0,0.0,0.0,0.1,19
T0383_010,C0383,2025-11-26 20:50:00,1126.85,1804,0.62,0,0.0,0.0,0.15,10
T0401_004,C0401,2025-11-26 20:52:00,629.26,1052,0.6,0,0.0,0.0,0.3,15
T0131_005,C0131,2025-11-26 20:53:00,1266.66,1466,0.86,0,0.0,120.2,0.1,13
T1787_004,C1787,2025-11-26 20:58:00,1101.73,976,1.13,0,0.0,0.0,0.2,8
T0516_003,C0516,2025-11-26 21:01:00,585.41,1051,0.56,0,0.0,0.0,0.4,19
T1312_009,C1312,2025-11-26 21:04:00,2105.95,2149,0.98,1,0.83,0.0,0.1,13
T0166_010,C0166,2025-11-26 21:05:00,2094.09,1648,1.27,0,0.0,0.0,0.2,10
T1416_003,C1416,2025-11-26 21:07:00,1261.34,1114,1.13,0,0.0,0.0,0.15,10
T0794_003,C0794,2025-11-26 21:08:00,700.23,748,0.94,0,0.0,0.0,0.2,12
T0566_004,C0566,2025-11-26 21:10:00,2363.77,1633,1.45,0,0.0,0.0,0.4,21
T1480_004,C1480,2025-11-26 21:14:00,1190.44,1904,0.63,0,0.0,0.0,0.15,22
T0337_013,C0337,2025-11-26 21:15:00,2752.09,2800,0.98,0,0.0,0.0,0.1,19
T1907_014,C1907,2025-11-26 21:16:00,83725.0,1520,55.08,0,0.0,845.3,0.7,3
T0099_013,C0099,2025-11-26 21:17:00,657.31,620,1.06,0,0.0,0.0,0.1,9
T0348_018,C0348,2025-11-26 21:17:00,588.19,517,1.14,0,0.0,0.0,0.15,12
T0657_004,C0657,2025-11-26 21:21:00,447.37,564,0.79,0,0.0,0.0,0.15,20
T1263_011,C1263,2025-11-26 21:23:00,2241.34,2023,1.11,0,0.0,0.0,0.4,20
T0502_013,C0502,2025-11-26 21:25:00,2108.88,2867,0.74,0,0.0,0.0,0.4,20
T1724_004,C1724,2025-11-26 21:26:00,1130.89,842,1.34,0,0.0,0.0,0.1,9
T1849_004,C1849,2025-11-26 21:28:00,2810.9,1884,1.49,0,0.0,0.0,0.1,15
T0010_008,C0010,2025-11-26 21:28:00,2415.72,2241,1.08,0,0.0,0.0,0.15,21
T1383_016,C1383,2025-11-26 21:28:00,1768.51,1691,1.05,0,0.0,0.0,0.1,8
T0597_008,C0597,2025-11-26 21:30:00,2024.2,2875,0.7,0,0.0,0.0,0.15,12
T0530_010,C0530,2025-11-26 21:30:00,1334.3,1896,0.7,0,0.0,0.0,0.1,13
T1198_010,C1198,2025-11-26 21:31:00,2370.33,1918,1.24,0,0.0,0.0,0.1,19
T1143_014,C1143,2025-11-26 21:34:00,554.82,616,0.9,0,0.0,0.0,0.4,21
T0092_013,C0092,2025-11-26 21:35:00,1091.68,2314,0.47,0,0.0,0.0,0.3,20
T1348_018,C1348,2025-11-26 21:40:00,2213.18,1848,1.2,0,0.0,0.0,0.1,21
T0093_017,C0093,2025-11-26 21:40:00,1183.28,1051,1.13,0,0.0,0.0,0.2,18
T1931_009,C1931,2025-11-26 21:40:00,1013.04,1674,0.61,0,0.0,0.0,0.2,10
T0829_005,C0829,2025-11-26 21:44:00,664.29,1174,0.57,0,0.0,0.0,0.15,12
T0184_003,C0184,2025-11-26 21:46:00,1394.1,1076,1.3,0,0.0,0.0,0.15,10
T0794_004,C0794,2025-11-26 21:47:00,532.25,748,0.71,1,0.83,0.0,0.3,20
T0523_011,C0523,2025-11-26 21:53:00,1864.43,1678,1.11,0,0.0,0.0,0.3,21
T0831_004,C0831,2025-11-26 21:53:00,443.59,749,0.59,0,0.0,0.0,0.4,22
T1336_008,C1336,2025-11-26 21:54:00,1313.8,2883,0.46,0,0.0,0.0,0.15,16
T1615_015,C1615,2025-11-26 21:55:00,24582.0,1275,19.28,0,0.0,0.0,1.0,0
T1895_003,C1895,2025-11-26 21:55:00,2409.25,1945,1.24,0,0.0,0.0,0.1,22
T1589_003,C1589,2025-11-26 21:55:00,414.39,578,0.72,0,0.0,0.0,0.4,9
T0841_004,C0841,2025-11-26 21:56:00,1329.37,1896,0.7,0,0.0,0.0,0.2,19
T0737_009,C0737,2025-11-26 21:56:00,886.32,711,1.25,0,0.0,0.0,0.3,17
T0232_009,C0232,2025-11-26 21:57:00,1483.55,1073,1.38,0,0.0,0.0,0.2,19
T0532_008,C0532,2025-11-26 22:00:00,3724.14,2782,1.34,0,0.0,0.0,0.1,17
T1261_013,C1261,2025-11-26 22:00:00,3195.06,2611,1.22,0,0.0,0.0,0.15,17
T1015_016,C1015,2025-11-26 22:00:00,1235.22,1283,0.96,0,0.0,0.0,0.3,12
T0394_006,C0394,2025-11-26 22:02:00,927.71,1070,0.87,0,0.0,0.0,0.15,11
T0360_004,C0360,2025-11-26 22:02:00,613.85,1061,0.58,0,0.0,0.0,0.2,9
T0657_005,C0657,2025-11-26 22:05:00,325.35,564,0.58,1,0.83,0.0,0.4,12
T0430_005,C0430,2025-11-26 22:06:00,1168.83,2096,0.56,0,0.0,0.0,0.4,15
T1187_005,C1187,2025-11-26 22:07:00,2226.4,1547,1.44,0,0.0,0.0,0.3,12
T1702_005,C1702,2025-11-26 22:07:00,1612.6,1236,1.3,0,0.0,0.0,0.3,17
T0190_015,C0190,2025-11-26 22:08:00,2326.64,2048,1.14,0,0.0,845.3,0.15,17
T0213_016,C0213,2025-11-26 22:09:00,570.77,977,0.58,0,0.0,0.0,0.4,11
T0585_005,C0585,2025-11-26 22:09:00,956.8,862,1.11,0,0.0,0.0,0.2,22
T0687_009,C0687,2025-11-26 22:12:00,1189.46,804,1.48,0,0.0,0.0,0.15,21
T1184_013,C1184,2025-11-26 22:13:00,3239.69,2634,1.23,0,0.0,0.0,0.3,19
T0637_016,C0637,2025-11-26 22:15:00,2468.96,1786,1.38,0,0.0,0.0,0.3,18
T0983_013,C0983,2025-11-26 22:15:00,490.48,745,0.66,0,0.0,0.0,0.1,22
T0353_017,C0353,2025-11-26 22:18:00,1614.99,1593,1.01,0,0.0,0.0,0.4,21
T0609_017,C0609,2025-11-26 22:18:00,876.79,808,1.09,0,0.0,0.0,0.15,20
T0820_014,C0820,2025-11-26 22:18:00,3357.22,2643,1.27,0,0.0,0.0,0.2,13
T1113_013,C1113,2025-11-26 22:21:00,1011.61,1452,0.7,0,0.0,0.0,0.4,21
T1198_011,C1198,2025-11-26 22:21:00,2952.31,1918,1.54,1,0.5,0.0,0.4,18
T0457_005,C0457,2025-11-26 22:23:00,1450.07,1352,1.07,0,0.0,0.0,0.1,12
T0524_008,C0524,2025-11-26 22:29:00,1277.39,1292,0.99,0,0.0,0.0,0.15,8
T1871_009,C1871,2025-11-26 22:30:00,1791.24,1877,0.95,0,0.0,0.0,0.3,13
T0897_011,C0897,2025-11-26 22:31:00,1472.36,1023,1.44,0,0.0,0.0,0.2,12
T0639_009,C0639,2025-11-26 22:33:00,2471.82,2050,1.21,0,0.0,0.0,0.4,8
T1107_014,C1107,2025-11-26 22:34:00,3199.77,2332,1.37,0,0.0,0.0,0.3,20
T0436_005,C0436,2025-11-26 22:35:00,2009.84,2479,0.81,0,0.0,0.0,0.3,16
T1143_015,C1143,2025-11-26 22:37:00,873.01,616,1.42,0,0.0,0.0,0.15,19
T0356_011,C0356,2025-11-26 22:38:00,1578.99,1391,1.14,0,0.0,0.0,0.3,10
T1867_004,C1867,2025-11-26 22:38:00,1869.52,1902,0.98,0,0.0,0.0,0.2,16
T0366_017,C0366,2025-11-26 22:39:00,838.01,1153,0.73,0,0.0,0.0,0.1,16
T1702_006,C1702,2025-11-26 22:40:00,1634.51,1236,1.32,1,0.83,0.0,0.15,17
T0533_014,C0533,2025-11-26 22:41:00,1527.38,1389,1.1,0,0.0,0.0,0.1,17
T1849_005,C1849,2025-11-26 22:41:00,1561.95,1884,0.83,0,0.0,0.0,0.1,10
T1970_005,C1970,2025-11-26 22:42:00,1317.3,1011,1.3,0,0.0,0.0,0.3,14
T1993_015,C1993,2025-11-26 22:44:00,33637.21,916,36.72,0,0.0,0.0,0.9,0
T0057_009,C0057,2025-11-26 22:45:00,1234.82,1300,0.95,0,0.0,0.0,0.3,22
T0831_005,C0831,2025-11-26 22:47:00,616.8,749,0.82,1,0.83,0.0,0.3,13
T1787_005,C1787,2025-11-26 22:48:00,1069.33,976,1.1,0,0.0,0.0,0.1,10
T0431_005,C0431,2025-11-26 22:51:00,2815.39,2087,1.35,0,0.0,0.0,0.3,10
T0309_011,C0309,2025-11-26 22:52:00,939.97,1599,0.59,0,0.0,0.0,0.3,20
T0015_010,C0015,2025-11-26 22:52:00,3502.45,2640,1.33,0,0.0,0.0,0.3,22
T1862_011,C1862,2025-11-26 22:53:00,85657.75,1962,43.66,0,0.0,1153.2,0.7,3
T0147_003,C0147,2025-11-26 22:53:00,381.64,817,0.47,0,0.0,0.0,0.4,13
T0477_004,C0477,2025-11-26 22:55:00,735.74,750,0.98,0,0.0,120.2,0.1,16
T1517_008,C1517,2025-11-26 22:55:00,437.12,645,0.68,0,0.0,0.0,0.1,15
T1466_005,C1466,2025-11-26 22:55:00,2694.61,1974,1.37,0,0.0,0.0,0.4,21
T1990_007,C1990,2025-11-26 22:56:00,1393.25,1399,1.0,0,0.0,0.0,0.3,14
T1976_006,C1976,2025-11-26 22:57:00,1253.98,1157,1.08,0,0.0,0.0,0.2,9
T0902_004,C0902,2025-11-26 22:57:00,1090.54,1290,0.85,0,0.0,0.0,0.15,19
T0687_010,C0687,2025-11-26 23:02:00,856.27,804,1.07,1,0.83,845.3,0.15,13
T1742_008,C1742,2025-11-26 23:07:00,1867.47,1930,0.97,0,0.0,0.0,0.1,22
T0566_005,C0566,2025-11-26 23:07:00,1988.09,1633,1.22,0,0.0,0.0,0.4,18
T1416_004,C1416,2025-11-26 23:08:00,1606.57,1114,1.44,0,0.0,0.0,0.1,19
T0356_012,C0356,2025-11-26 23:08:00,1281.77,1391,0.92,1,0.5,0.0,0.15,15
T0276_012,C0276,2025-11-26 23:11:00,1176.47,1612,0.73,0,0.0,0.0,0.3,14
T0189_004,C0189,2025-11-26 23:16:00,2460.93,2866,0.86,0,0.0,0.0,0.1,18
T0099_014,C0099,2025-11-26 23:17:00,833.65,620,1.34,0,0.0,0.0,0.4,15
T0578_013,C0578,2025-11-26 23:19:00,2361.69,1707,1.38,0,0.0,0.0,0.2,8
T0452_005,C0452,2025-11-26 23:20:00,3239.63,2031,1.6,0,0.0,0.0,0.4,10
T1336_009,C1336,2025-11-26 23:20:00,2513.89,2883,0.87,0,0.0,0.0,0.2,13
T0239_015,C0239,2025-11-26 23:20:00,3064.23,2977,1.03,0,0.0,0.0,0.1,10
T1312_010,C1312,2025-11-26 23:21:00,2612.66,2149,1.22,0,0.0,120.2,0.2,20
T1845_005,C1845,2025-11-26 23:21:00,750.71,1195,0.63,0,0.0,0.0,0.4,10
T1931_010,C1931,2025-11-26 23:21:00,53740.0,1674,32.1,0,0.0,0.0,1.0,3
T1366_005,C1366,2025-11-26 23:21:00,637.23,529,1.2,0,0.0,0.0,0.2,21
T1930_011,C1930,2025-11-26 23:26:00,1208.05,1265,0.95,0,0.0,0.0,0.15,13
T0739_014,C0739,2025-11-26 23:29:00,2049.78,2323,0.88,0,0.0,0.0,0.4,17
T1383_017,C1383,2025-11-26 23:31:00,2503.64,1691,1.48,0,0.0,0.0,0.15,16
T0438_004,C0438,2025-11-26 23:31:00,1920.54,2582,0.74,0,0.0,0.0,0.4,17
T0737_010,C0737,2025-11-26 23:32:00,1069.51,711,1.5,0,0.0,0.0,0.1,13
T0808_012,C0808,2025-11-26 23:32:00,879.8,706,1.25,0,0.0,0.0,0.4,20
T1589_004,C1589,2025-11-26 23:33:00,661.42,578,1.14,0,0.0,0.0,0.15,13
T0401_005,C0401,2025-11-26 23:34:00,1094.67,1052,1.04,0,0.0,0.0,0.4,8
T1849_006,C1849,2025-11-26 23:35:00,2742.53,1884,1.46,1,0.83,0.0,0.4,19
T1970_006,C1970,2025-11-26 23:37:00,1134.1,1011,1.12,1,0.83,0.0,0.3,10
T1786_015,C1786,2025-11-26 23:41:00,85193.12,1964,43.38,0,0.0,0.0,0.85,0
T1437_006,C1437,2025-11-26 23:41:00,514.63,737,0.7,0,0.0,0.0,0.2,8
T0831_006,C0831,2025-11-26 23:46:00,953.02,749,1.27,1,0.83,0.0,0.2,22
T0331_003,C0331,2025-11-26 23:46:00,1916.32,2992,0.64,0,0.0,0.0,0.4,21
T0265_010,C0265,2025-11-26 23:47:00,2177.34,2161,1.01,0,0.0,0.0,0.15,14
T0703_012,C0703,2025-11-26 23:48:00,3504.31,2136,1.64,0,0.0,0.0,0.2,17
T1823_012,C1823,2025-11-26 23:50:00,58878.51,1787,32.95,0,0.0,1750.1,0.9,4
T0276_013,C0276,2025-11-26 23:51:00,1064.19,1612,0.66,1,0.5,0.0,0.4,15
T0293_019,C0293,2025-11-26 23:51:00,1242.54,1055,1.18,0,0.0,0.0,0.1,12
T1894_006,C1894,2025-11-26 23:51:00,1496.72,1412,1.06,0,0.0,0.0,0.2,8
T1743_009,C1743,2025-11-26 23:52:00,851.1,872,0.98,0,0.0,0.0,0.3,19
T0383_011,C0383,2025-11-26 23:53:00,974.6,1804,0.54,0,0.0,0.0,0.1,11
T1594_005,C1594,2025-11-26 23:54:00,838.2,1225,0.68,0,0.0,0.0,0.4,15
T1331_019,C1331,2025-11-26 23:54:00,702.95,579,1.21,0,0.0,0.0,0.2,16
T0165_005,C0165,2025-11-26 23:58:00,1941.49,1833,1.06,0,0.0,0.0,0.1,22
T0286_008,C0286,2025-11-26 23:58:00,1957.4,1682,1.16,0,0.0,0.0,0.3,9
T1986_005,C1986,2025-11-27 00:01:00,1284.63,1460,0.88,0,0.0,0.0,0.3,11
T0633_004,C0633,2025-11-27 00:05:00,1875.55,2889,0.65,0,0.0,120.2,0.2,18
T1871_010,C1871,2025-11-27 00:08:00,2639.63,1877,1.41,0,0.0,0.0,0.4,14
T0506_005,C0506,2025-11-27 00:12:00,736.81,792,0.93,0,0.0,0.0,0.1,21
T1596_013,C1596,2025-11-27 00:13:00,1632.02,1520,1.07,0,0.0,0.0,0.2,19
T0832_011,C0832,2025-11-27 00:15:00,1635.22,2176,0.75,0,0.0,0.0,0.2,18
T0360_005,C0360,2025-11-27 00:15:00,1095.12,1061,1.03,0,0.0,0.0,0.3,19
T1643_004,C1643,2025-11-27 00:16:00,1352.56,1051,1.29,0,0.0,0.0,0.15,21
T1542_010,C1542,2025-11-27 00:19:00,1519.29,1718,0.88,0,0.0,0.0,0.15,22
T1184_014,C1184,2025-11-27 00:20:00,3253.65,2634,1.24,0,0.0,0.0,0.3,12
T0502_014,C0502,2025-11-27 00:28:00,2944.68,2867,1.03,0,0.0,0.0,0.3,11
T0820_015,C0820,2025-11-27 00:29:00,2183.81,2643,0.83,0,0.0,0.0,0.1,15
T0209_020,C0209,2025-11-27 00:36:00,2116.47,1433,1.48,0,0.0,0.0,0.3,13
T1314_005,C1314,2025-11-27 00:40:00,528.71,1607,0.33,0,0.0,0.0,0.4,16
T0739_015,C0739,2025-11-27 00:42:00,2342.74,2323,1.01,0,0.0,0.0,0.4,18
T1894_007,C1894,2025-11-27 00:43:00,1801.13,1412,1.28,1,0.83,0.0,0.2,18
T0465_004,C0465,2025-11-27 00:45:00,2004.54,2024,0.99,0,0.0,0.0,0.4,14
T1416_005,C1416,2025-11-27 00:47:00,1113.3,1114,1.0,0,0.0,0.0,0.4,9
T1895_004,C1895,2025-11-27 00:47:00,1992.83,1945,1.02,0,0.0,120.2,0.1,10
T1569_004,C1569,2025-11-27 00:49:00,2009.08,2164,0.93,0,0.0,0.0,0.15,13
T0871_019,C0871,2025-11-27 00:49:00,1558.59,856,1.82,0,0.0,0.0,0.2,14
T1901_009,C1901,2025-11-27 00:49:00,2048.59,1996,1.03,0,0.0,0.0,0.3,10
T1907_015,C1907,2025-11-27 00:51:00,63508.0,1520,41.78,0,0.0,0.0,0.7,1
T0569_005,C0569,2025-11-27 00:52:00,2280.1,1893,1.2,0,0.0,0.0,0.1,10
T1973_010,C1973,2025-11-27 00:55:00,1936.7,1647,1.18,0,0.0,0.0,0.3,15
T0436_006,C0436,2025-11-27 00:58:00,2257.48,2479,0.91,0,0.0,0.0,0.2,19
T1102_012,C1102,2025-11-27 00:59:00,4359.9,2335,1.87,0,0.0,0.0,0.3,19
T0311_005,C0311,2025-11-27 00:59:00,1894.75,2103,0.9,0,0.0,0.0,0.4,13
T1712_011,C1712,2025-11-27 01:02:00,28864.0,1133,25.48,0,0.0,2195.3,0.9,1
T0015_011,C0015,2025-11-27 01:03:00,2690.91,2640,1.02,0,0.0,0.0,0.4,11
T1358_011,C1358,2025-11-27 01:03:00,1148.36,1993,0.58,0,0.0,0.0,0.15,18
T0642_010,C0642,2025-11-27 01:03:00,1578.82,1008,1.57,0,0.0,0.0,0.4,16
T0460_004,C0460,2025-11-27 01:06:00,832.78,900,0.93,0,0.0,0.0,0.3,9
T0856_013,C0856,2025-11-27 01:09:00,2243.11,2478,0.91,0,0.0,0.0,0.1,18
T1849_007,C1849,2025-11-27 01:09:00,1546.32,1884,0.82,0,0.0,0.0,0.2,14
T0184_004,C0184,2025-11-27 01:09:00,1356.56,1076,1.26,0,0.0,0.0,0.15,21
T1420_015,C1420,2025-11-27 01:11:00,465.8,758,0.61,0,0.0,0.0,0.4,9
T0696_004,C0696,2025-11-27 01:12:00,2160.38,2276,0.95,0,0.0,0.0,0.3,13
T1594_006,C1594,2025-11-27 01:15:00,1256.77,1225,1.03,0,0.0,0.0,0.2,19
T0155_010,C0155,2025-11-27 01:16:00,2921.85,2419,1.21,0,0.0,120.2,0.2,13
T1871_011,C1871,2025-11-27 01:19:00,3122.43,1877,1.66,0,0.0,0.0,0.4,11
T0523_012,C0523,2025-11-27 01:19:00,1381.37,1678,0.82,0,0.0,0.0,0.4,12
T0141_006,C0141,2025-11-27 01:20:00,433.32,1981,0.22,0,0.0,120.2,0.3,14
T1976_007,C1976,2025-11-27 01:24:00,503.52,1157,0.44,0,0.0,0.0,0.2,19
T0506_006,C0506,2025-11-27 01:25:00,794.51,792,1.0,0,0.0,0.0,0.2,21
T0809_010,C0809,2025-11-27 01:26:00,3553.99,2402,1.48,0,0.0,0.0,0.1,22
T0131_006,C0131,2025-11-27 01:26:00,2104.8,1466,1.44,0,0.0,0.0,0.15,8
T1517_009,C1517,2025-11-27 01:35:00,627.24,645,0.97,0,0.0,0.0,0.4,22
T1801_004,C1801,2025-11-27 01:41:00,957.06,1450,0.66,0,0.0,0.0,0.4,18
T0832_012,C0832,2025-11-27 01:47:00,1683.05,2176,0.77,0,0.0,0.0,0.2,21
T1015_017,C1015,2025-11-27 01:50:00,817.97,1283,0.64,0,0.0,0.0,0.1,21
T1113_014,C1113,2025-11-27 01:51:00,1456.66,1452,1.0,0,0.0,0.0,0.15,16
T1724_005,C1724,2025-11-27 01:53:00,1342.1,842,1.59,0,0.0,0.0,0.4,15
T1296_016,C1296,2025-11-27 01:53:00,1305.65,1119,1.17,0,0.0,0.0,0.15,22
T0318_007,C0318,2025-11-27 01:56:00,547.4,665,0.82,0,0.0,0.0,0.1,19
T0348_019,C0348,2025-11-27 01:56:00,487.81,517,0.94,0,0.0,0.0,0.15,19
T1263_012,C1263,2025-11-27 01:59:00,2042.28,2023,1.01,0,0.0,0.0,0.2,14
T1542_011,C1542,2025-11-27 02:02:00,1047.01,1718,0.61,0,0.0,0.0,0.2,8
T0902_005,C0902,2025-11-27 02:05:00,1117.99,1290,0.87,0,0.0,0.0,0.3,9
T0841_005,C0841,2025-11-27 02:06:00,2094.88,1896,1.1,0,0.0,0.0,0.4,14
T0609_018,C0609,2025-11-27 02:07:00,462.64,808,0.57,0,0.0,0.0,0.3,17
T1310_012,C1310,2025-11-27 02:10:00,492.19,563,0.87,0,0.0,0.0,0.2,20
T0120_012,C0120,2025-11-27 02:11:00,979.93,587,1.67,0,0.0,0.0,0.1,9
T1184_015,C1184,2025-11-27 02:12:00,2656.82,2634,1.01,0,0.0,845.3,0.4,21
T1931_011,C1931,2025-11-27 02:12:00,48024.0,1674,28.69,0,0.0,3783.9,0.7,0
T1198_012,C1198,2025-11-27 02:13:00,1651.13,1918,0.86,0,0.0,0.0,0.2,18
T0794_005,C0794,2025-11-27 02:14:00,736.4,748,0.98,0,0.0,0.0,0.1,22
